name,recursiv,unguarded_recursiv,invalid_reference,illegal_draft
pyrseas-0.8.json,,,,
renovate.json,TRUE,,,
resjson.json,TRUE,,,
resume.json,,,,
roadrunner.json,,,,
sarif-1.0.0.json,TRUE,,,
sarif-2.0.0-csd.2.beta.2018-10-10.json,TRUE,,,
sarif-2.0.0-csd.2.beta.2019-01-09.json,TRUE,,,
sarif-2.0.0-csd.2.beta.2019-01-24.json,TRUE,,,
sarif-2.0.0.json,TRUE,,,
sarif-2.1.0-rtm.0.json,TRUE,,,
sarif-2.1.0-rtm.1.json,TRUE,,,
sarif-2.1.0-rtm.2.json,TRUE,,,
sarif-2.1.0-rtm.3.json,TRUE,,,
sarif-2.1.0-rtm.4.json,TRUE,,,
sarif-2.1.0-rtm.5.json,TRUE,,,
sarif-2.1.0.json,TRUE,,,
sarif-external-property-file-2.1.0-rtm.0.json,TRUE,,,
sarif-external-property-file-2.1.0-rtm.1.json,TRUE,,,
sarif-external-property-file-2.1.0-rtm.2.json,TRUE,,,
sarif-external-property-file-2.1.0-rtm.3.json,TRUE,,,
sarif-external-property-file-2.1.0-rtm.4.json,TRUE,,,
sarif-external-property-file-2.1.0-rtm.5.json,TRUE,,,
sarif-external-property-file-2.1.0.json,TRUE,,,
sarif-external-property-file.json,TRUE,,,
sarif.json,TRUE,,,
schema-catalog.json,,,,
schema-draft-v4.json,TRUE,,,
schema-org-action.json,TRUE,,,
schema-org-contact-point.json,TRUE,,,
schema-org-place.json,TRUE,,,
schema-org-thing.json,TRUE,,,
semgrep.json,TRUE,,,
servicehub.config.schema.json,,,,
servicehub.service.schema.json,,,,
settings.job.json,,,,
solidaritySchema.json,,,,
sourcehut-build-0.41.2.json,,,,
sourcehut-build-0.65.0.json,,,,
sourcemap-v3.json,TRUE,,,
specif-1.0.json,TRUE,,,
sponge-mixins.json,,,,
sprite.json,,,,
staticwebapp.config.json,,,,
stylelintrc.json,,,,
stylintrc.json,,,,
swagger-2.0.json,TRUE,,,
swcrc.json,TRUE,,,
